(tf) One time I creamed my pants during a political speech.,4,
(tf) I hate to say it\; but I'm terrible at oral.,4,
(tf) I'm bad at fucking because I lack rhythm.,4,
Name a friend of a friend I'd like to pork.,4,
(tf) One time I had sex in a parked car.,4,
Would I strip in front of an audience for 500 bucks?,4,"Changed from ""bones"" to bucks "
(tf) One time I made someone cum in under a minute.,4,
(tf) One time someone tied me to a bedpost,4,
(tf) One time I ruined someone's shirt by ripping it off their body.,4,
(tf) I've has sex in more than 3 countries,4,
Do I do squats to make my ass pop?,4,
Do I get sweaty when a hot person gets too close?,4,
Did I have sex on prom night?,4,
Name a fictional character whose pants I'd like to get into.,4,
Do I break the law just for fun?,4,
I think screwing should last ___ minutes.,4,
(tf) One time\; while on a date\; I clogged up the toilet.,4,
In my opinion\; am I best screw a partner will ever have?,4,
Have I ever been sexually pleasured by a Mormon?,4,
Do I do the friends with benefits thing?,4,
Do I drink alcohol in the morning?,4,
(tf) Tequila makes me horny\; vodka make me chatty.,4,
(tf) Do I own a robe?,4,
(tf) One time\; cum got in my eye.,4,
(tf) One time I fucked myself with a cucumber.,4,
Have I been part of a threesome?,4,
Have I made out under the bleachers?,4,
(tf) I am a member of the mile high club.,4,
Have I received an unpaid\; unsolicited lap dance?,4,
Have I ever licked a butt?,4,
(tf) I have waxed around my asshole.,4,
Do I own dirty dice?,4,
Name an influencer I'd like to fuck.,4,
Is my sex life boring?,4,
I can last roughly ___ minutes during a hard\; deep and properly lubicrated fuck.,4,
(tf) I've sold my used underwear.,4,
Am I in an open relationship\; or would I be if my partner(s) were cool with it?,4,
(tf) I masturbate in front of the mirror sometimes\; because it turns me on to watch myself,4,
Do I watch porn together with my sex partner(s)?,4,
Do I required hand washing before sex?,4,
In my humble opinion\; my most valuable sexual asset is ___.,4,
Do I get naked to poop?,4,
If I had to fuck a game show host I'd definitely choose ___.,4,
Have I ever drunk texted an ex?,4,
If I lived together with an S.O. during an in-home quarantine\; would my relationship survive?,4,
Did I have sex in high school?,4,
Would I go to a masked sex party?,4,
(tf) I prefer homemade amateur pron over the well produced stuff.,4,
Are my orgasms underwhelming?,4,
Have I ever had sex in with someone in front of a mirror?,4,
Have I had sex with someone in front of a window?,4,
(tf) One time I stuck a sex toy in the freezer before using it.,4,
When was the last time I sent a picture of my nipples to someone?,4,
(tf) I get off on step family porn.,4,
(tf) Periodically\; I check out my bumhole in the mirror.,4,
(tf) Even in an empty house\; I close the door to play with myself.,4,
(tf) Sometimes I fart during sex.,4,
(tf) One time I made a sex tape while on vacation.,4,
(tf) Sometimes I use sex fluids as skin lotion.,4,
Do I have a folder on my computer with a deceiving name?,4,
(tf) One time I stopped sex because of B.O.,4,
Have I ever been on a nude beach?,4,
I would like to put ___ on my ___ while ___ licks it off.,4,
Am I comfortable peeing in front of my lover(s)?,4,
One time I dreamed that I had sex with ___.,4,
Have I ever left sex fluids on a church pew?,4,
Would I have pre-arranged sex with a hot stranger?,4,
Have I fucked someone locally famous?,4,
(tf) One time my neighbors saw me naked.,4,
Where is my favorite place to have sex?,4,
Have I ever fucked in costume?,4,
Do I enjoy neck nibbles?,4,
When I play with myself\; which hand is dominant?,4,
(tf) One time I ate shrooms and saw some fucked up shit.,4,
(tf) One time somebody bit my nipple too hard.,4,
If I don't have sex tonight\; will I rub one off?,4,
(tf) Whitey tighties turn me on.,4,
Have I ever been frisked by a cop?,4,
Have I ever licked someone's abs?,4,
(tf) I use humor to get laid.,4,
I came ___ times in one day\; my personal best,4,
(tf) I like to stare at phallic shaped food.,4,
Do I have impure thoughts when people eat ice cream cones?,4,
(tf) One time somebody went down on my right after eating spicy food.,4,
Am I antisocial?,4,
How old was I when I lost my virginity?,4,
How do I like to finish?,4,
Name a famous athlete I wish I could fuck.,4,
Do wrestling singlets turn me on?,4,
(tf) I'm selfish so I don't reciprocate oral.,4,
(tf) One time I made eye contact with a stripper.,4,
On a scale of 1 to 10\; how good at oral do I *think* I am?,4,
(tf) One time I iced my nipples.,4,
(tf) One time I got off in a church.,4,
Have I violated a wooden spoon?,4,
Does deep penetration make me have to piss?,4,
Have I ever masterbated in a hospital bed?,4,
Do I moisturize my ass cheeks?,4,
Am I wearing cotton underwear?,4,
(tf) One time I asked if I could film sex and was turned down.,4,
Does fine dining make me horny?,4,
Does breaking the law make me horny?,4,
(tf) One time I shaved someone else's pubes.,4,
Have I left any secrets in Las Vegas?,4,
(tf) One time I did it behind a waterfall,4,
Do I usually make the first move?,4,
Have I done a body shot?,4,
Have I ever put on edible underwear?,4,
Do I want to bang my dentist?,4,
How many times per week do I watch porn?,4,
I usually search for ___ when I watch porn.,4,
In a pinch\; I use ___ as lube.,4,
Do I remember the names of everyone I've had sex with?,4,
Do I sometimes watch porny movies as a way to avoid responsibility?,4,
If they asked\; would I tattoo a lover's name on my ass?,4,
(tf) My right nipple is more sensitive than my left nipple.,4,
(tf) I lasered my pubes.,4,
Have I sexted in the last 30 days?,4,
Would I take my ass to a nude beach?,4,
Have I ever put a bag of cocaine up my butt?,4,
(tf) One time I played with myself during my lunch break.,4,
Have I ever been caught in the act?,4,
Does lingerie do anything for me?,4,
(tf) One time I paused a movie during a nude scene to masturbate.,4,
(tf) I worry about poop particles getting into my drinks so I never bring them into the bathroom.,4,
(tf) One time\; for pleasure\; I put my asshole on a hot tub jet.,4,
Do I use pull and pray for birth control.,4,
(tf) One time I was in a gangbang.,4,
(tf) Weddings bum me out.,4,
Have I ever gotten a foreign object stuck up my butthole?,4,
How old was I the first time I masturbated?,4,
Do I like to bite and bone?,4,
Do I hold my privates while I sleep?,4,
If I had it my way\; I'd fuck ___ times per week.,4,
(tf) One time I had a threesome and it backfired.,4,
Is there a correlation between my sex drive and my cash situation?,4,
(tf) One time I fucked someone over 10 years older than me.,4,
If they asked\; would I piss on my lover's face?,4,
Are my pubes curly?,4,
One time I used a cigar as a sex toy.,4,
Have I ever bought plan B?,4,
(tf) I have a private insta where I post lewd pics.,4,
(tf) One time I sent a nude to the wrong person.,4,
(tf) I screw to jazz.,4,
(tf) One time I got a ash all the way up my butthole.,4,
Do I sometimes cum in my sleep.,4,
(tf) One time I burped in someone's mouth.,4,
Do I curl my toes when I cum?,4,
Name a reality tv star I'd like to fuck.,4,
Name all the people in this room that I've seen naked.,4,
(tf) I have a partner that kinda reminds me of one of my parents.,4,
How tall would my ideal partner be?,4,
Did my parents give me a sex talk?,4,
Does a clean house make me want to fuck?,4,
(tf) I'm into hair pulling.,4,
Name a rapper I want to fuck.,4,
Have I fucked in my parent's bed?,4,
(tf) One time I got down on all fours and started barking.,4,
Have I ever fucked in a gym?,4,
Do I think about Jesus while masturbating?,4,
The oldest person I'd fuck is ___ years old?,4,
Do I skip leg day?,4,
I wish I wouldn't have had sex with ___.,4,
List all the illegal substances I've ever ingested.,4,
Have I ever eye-fucked a teacher?,4,
(tf) I'm a silent finisher.,4,
I've definitely search the internet for nude photos of ___.,4,
Do I lay a towel down before the act to avoid a puddle?,4,
Have I ever uploaded homemade porn?,4,
Do I doodle boobs and butts?,4,
(tf) One time somebody peed in my butt.,4,
Do I like to bump and grind in the club?,4,
Have I ever fucked in public?,4,
(tf) I like to smell used panties.,4,
(tf) One time I had a dream about fucking a partner's parent.,4,
(tf) One time I sharted in the middle of a date.,4,
Have I ever livestreamed my naked ass?,4,
(tf) One time I sexted a stranger just for the fun of it.,4,
Would I join a cult if I had a crush on the recruiter?,4,
The fastest way to give me an orgasm is ___.,4,
Do I want a thuddy spanking?,4,
Do I watch my partner take shits?,4,
(tf) One time a dog watched me fuck.,4,
Do I like it when my thighs are caressed?,4,
Would I ever have sex with a conspiracy theorist?,4,
Do I like to watch people piss on each other?,4,
(tf) One time I touched myself while messaging a Tinder(etc) match.,4,
Do I have powerful thighs?,4,
Where do I buy my underwear?,4,
I think foreplay should last ___ minutes.,4,
Has anyone ever walked in on me while I was wanking off?,4,
Have I done it in my grandparent's house?,4,
Do I use any performance enhancing drugs?,4,
(tf) One time I cummed in public.,4,
Do I fake moans to help my partner finish?,4,
Do I typically sleep bare butt?,4,
When I see myself naked\; do I get turned on?,4,
Do I like having my asshole fondled?,4,
Do I own nipple clamps?,4,
Have I ever prayed for larger body parts?,4,
Do I subscribe to anyone on OnlyFans?,4,
(tf) I laugh a lot during sex.,4,
Do I moisturize my genitals?,4,
Do I own a dildo?,4,
Have I ever used coconut oil as lube?,4,
(tf) One time I had slippery sauna sex.,4,
(tf) One time I kissed someone's armpit.,4,
(tf) One time I popped a balloon.,4,
Do I condition my pubes?,4,
Do I slut shame to cope with my body insecurity?,4,
Do I have a foot fetish?,4,
(tf) After fucking\; I usually go to the fridge.,4,
(tf) One time during sex I bit my lip until it bled.,4,
Do I still text my ex?,4,
(tf) One time I put a dollar bill in a stripper's thong.,4,
Does dirty talk piss me off?,4,
(tf) One time I saw my blind date and bailed.,4,
(tf) One time I watched porn with someone else.,4,
Am I smooth down there.,4,
Name the celebrity I'd most like to get oral from.,4,
Do I slap my own ass when I masturbate?,4,
(tf) One time my pubes got stuck in my zipper so I had to cut them free.,4,
Do I lie to strangers on dating apps?,4,
(tf) One time I fucked a government employee.,4,
Have I ever been butt naked in public?,4,
(tf) One time I ruined a friendship by fucking.,4,
After I fuck\; do I tell my friends the juicy details?,4,
(tf) I've had sex in more than 5 US states.,4,
(tf) My favorite place to fuck is in the shower.,4,
Do I own a butt plug?,4,
Do I fantasize about fucking an alien?,4,
(tf) One time I dreamed that I fucked a totally platonic friend.,4,
Am I a loud orgasmer?,4,
(tf) I hate spooning.,4,
Are my unkempt pubes growing down my thighs?,4,
Do I suck my fingers during foreplay?,4,
One time I shoved a ___ into my butthole. It's the largest thing I've ever put in there.,4,
(tf) One time I went a whole week without touching myself.,4,
Do I wank myself to sleep?,4,
Have I ever rubbed one off to Planet Earth.,4,
(tf) One time I fucked in a sleeping bad.,4,
Have I ever put makeup on my abs to make them pop?,4,
(tf) I cum better with nipple rubbing.,4,
Do I make other people pop zits on my ass?,4,
(tf) One time I ran out of lube so I just used butter.,4,
Do I get nipple orgasms?,4,
Do I like big butts?,4,
Have I ever sexted two people at the same time?,4,
(tf) One time I got off to an audio book.,4,
(tf) One time I went into a V\;I.P. room with an exotic dancer.,4,
(tf) For some reason I like to draw cartoon penises.,4,
Would I consider myself talented with my tongue?,4,
(tf) One time I did the walk of shame.,4,
Have I been on either end of a glory hole?,4,
(tf) One time I smeared whipped cream all over my nipples.,4,
(tf) One time\; I hooked up with my ex.,4,
Would I like to fuck my therapist?,4,
Name someone who has licked my butthole.,4,
Do I often daydream about robbing a bank?,4,
(tf) In my opinion\; you should go on at least 3 dates with someone before fucking.,4,
Do I get hornt up when I see nipples through a shirt?,4,
Have I ever hidden drugs up my rectum?,4,
When I want to Netflix and chill\; I turn on ___.,4,
Do I draw naked people for no good reason?,4,
(tf) One time I did it at a national monument.,4,
___ is a fucked up misconception I used to have about sex.,4,
Have I ever bought crotchless panties?,4,
(tf) One time I accidentally sent a nude pic to my mom.,4,
Do I kick my pets out of the bedroom before sex?,4,
Do I kick my plushies out of my bedroom before sex?,4,
(tf0 One time I accidentally cut someone's genitals with a homemade sex toy.,4,
(tf) One time I disrobed a complete stranger.,4,
Do I shampoo my pubes.,4,
Have I ever munched food out of a belly button hole?,4,
Name a sex fantasy of mine.,4,
(tf) One time\; I did it in the back of a moving vehicle.,4,
(tf) Mannequins turn me on.,4,
(tf) One time a masseuse rubbed my crotch with oil.,4,
Have I done dirty shit in a drive through?,4,
Have I ever snuck into the woods for a quickie?,4,
(tf) I fuck with my socks on.,4,
(tf) One time I injured myself masterbating.,4,
Would I enjoy watching a partner fuck a model?,4,
Am I easily aroused?,4,
(tf) One time I was part of an oral train.,4,
Do I like the taste of blood?,4,
(tf) If my partner licks my neck during foreplay one more time\; I might become homocidal.,4,
Do I own a strap-on?,4,
Does menstuation stop me from getting it on?,4,
(tf) I did it in a library.,4,
(tf) One time I got oral during a phone call.,4,
(tf) One time I got a thigh hickey.,4,
Do I play with boogers?,4,
Have I ever tried to seduce my doctor?,4,
(tf) One time in adulthood I shit myself.,4,
In my opinion\; ___ is a MILF and ___ is a DILF.,4,
Do I fantasize about getting with my doctor?,4,
(tf) One time I did it in an elevator.,4,
Am I bad at sex?,4,
Name something ordinary that puts me in the mood.,4,
(tf) I love the smell of cum.,4,
Has a masseuse cupped my fun bits?,4,
Name the most strange place I've fucked.,4,
Do I bleach my asshole?,4,
(tf) I like getting tongue in my ear.,4,
Have I ever fucked a farmer?,4,
(tf) One time I got all hot and bothered during a medical exam.,4,
(tf) One time I found my mom and dad's porn.,4,
(tf) One time I gave oral to an inanimate object.,4,
(tf) One time I woke up to oral.,4,
(tf) I like to smell my fingers after doing it.,4,
(tf) One time I got off to a music video,4,
(tf) I'm totally comfortable being naked in front of others.,4,
Have I ever been hit on by a member of the clergy?,4,
(tf) One time I got somebody off in a car.,4,
(tf) I lie about how much porn I watch.,4,
Have I fucked in open water?,4,
(tf) I like to lick chest sweat.,4,
(tf) One time I scratched someone's back so hard it bled.,4,
(tf) Sometimes I cry after a good lay.,4,
(tf) Yoga arouses me.,4,
(tf) I hate cum on my face.,4,
(tf) One time I fucked a guitar player.,4,
(tf) I prefer to fuck with the lights on.,4,
Do I have an OnlyFans account?,4,
(tf) When I masterbate\; I like to watch in the mirror.,4,
Have I ever sent a pic of my asshole to someone?,4,
What is my favorite position?,4,
(tf) One time I accidentally saw a nude pic of my blood relative.,4,
(tf) I am a submissive fucker. I want to be told what to do.,4,
(tf) I want abs\; but not bad enough to get them.,4,
Who's the best fuck I've ever had?,4,
One time I fucked ___ times in a single day - my personal best.,4,
(tf) One time my genitals got sunburnt.,4,
(tf) One time I tried to give myself oral. (bonus: Did I succeed?),4,
(tf) One time my parents walked in on me masturbating.,4,
(tf) One time I burst into tears mid-fuck.,4,
(tf) One time I pleasured myself to a video of me pleasuring myself.,4,
(tf) One time I saw the tip of a penis hanging out of a pair of running shorts.,4,
Would I rather give up chocolate or orgasms?,4,
(tf) I wish I was more promiscuous.,4,
Am I a soft and sensitive lover?,4,
(tf) One time I rubbed capsaicin oil on my naughty bits.,4,"Originally was ""Vicks"" - a cough syrup? "
Whenever I eat ___ I get horny.,4,
(tf) One time a pube got stuck on my tongue. Rather than deal with it\; I swallowed it,4,
(tf) One time I slipped and fell during shower sex.,4,
(tf) One time I spent the whole day naked.,4,
Have I ever stopped sex because I had to pee?,4,
Have I ever fucked in lotus?,4,
(tf) I usually play with myself in a chair.,4,
(tf) One time\; as an adult\; I taste-tested breast milk.,4,
(tf) When I'm too lazy to fuck\; I propose mutual masturbation.,4,
Do I enjoy a savage ass squeeze?,4,
What celebrity couple would I love to have a threesome with?,4,
I won't fuck a person younger than ___ years old.,4,
(tf) I have porn in print format.,4,
Have I inhaled nitrous oxide from a whipped cream can?,4,
(tf) I have a private account for porn.,4,
Will I have sex tonight?,4,
Would I star in a classy sex scene?,4,
(tf) I'm too lazy to wipe cum off of my belly so I just let it dry.,4,
Do I deodorize my genitals?,4,
(tf) I am a butt muncher.,4,
Would I masturbate with a stranger online just for fun?,4,
If I could\; would I change anything about my genitals?,4,
(tf) One time I hired a photographer to take my nudes.,4,
When I'm rubbing one out\; I'm usually thinking about ___.,4,
Do I verbally direct sex?,4,
Have I ever used a piece of furniture as a sex toy?,4,
"Do I call it ""making love""?",4,
(tf) I only give oral to recently washed genetalia.,4,
(tf) I wish there were two of me so I could fuck myself.,4,
(tf) One time\; mid-fuck\; I took a shot.,4,
Have I ever made eye contact with my pet while masturbating?,4,
(tf) I fucked last night.,4,
(tf) There's a sex vid in my camera roll.,4,
Do I have performance anxiety?,4,
(tf) One time\; I fucked somebody the day I met them. I didn't get their name.,4,
Do I keep my thoughts pure?,4,
Name a character from a TV series I'd like to straddle.,4,
Do I speak words of encouragement to my genetalia?,4,
(tf) One time I did it in public behind a large tree.,4,
(tf) I own a pair of handcuffs.,4,
Have I ever had a swollen vein in the lowest part of my rectum?,4,
(tf) It's hard to make me cum.,4,
Name a non-pornographic movie I've masturbated to.,4,
Would I give the POTUS oral in exchange for debt forgiveness?,4,
(tf) One time I peed my pants in public.,4,
(tf) One time I spit in my lover's mouth.,4,
Would I fuck my boss for a raise?,4,
(tf) One time I walked into a brothel.,4,
(tf) I sweat too much when I have sex.,4,
(tf) Sometimes I watch porn with VR goggles.,4,
(wp) Oral from a talanted 7 or a lazy 10?,4,
(Tf) I plan to have a threesome before I die.,4,
(tf0 One time I quietly rubbed one off next to a sleeping human.,4,
Have I ever used ASMR to get off?,4,
Do I act like an idiot when I try to flirt?,4,
(tf) I get horngry.,4,
(tf) One time I got high\; had sex\; and ate a sandwich.,4,
Do I have trouble getting off?,4,
(tf) One time I had sex on a trampoline.,4,
(tf) One time I made a booty-call but got shut down.,4,
(tf) One time I smeared mayonnaise on my privates.,4,
(tf) One time I paid for a lapdance.,4,
Have I done it in a van?,4,
Name a personality trait that always turns me off.,4,
(tf) I own a flogger.,4,
(Tf) One time I did the deed with a foreigner.,4,
Is my butthole hairy?,4,
(tf) Farting puts me in the mood.,4,
(tf) I have a recurring relationship with rim jobs.,4,
Have I ever paid for cam to cam?,4,
(tf) I'm into choking.,4,
(tf) One time I hid something up my butt.,4,
Of all the superheroes\; which would I most like to get with?,4,
(tf) My partner tells me what to do in bed and I like it that way.,4,
(tf) One time I role played as an Avenger.,4,
Do my burning loins often get me into trouble?,4,
Would I rather fuck a runner or a bodybuilder?,4,
Am I a horndog?,4,
Where do I keep my sex toys?,4,
What is my pickup line?,4,
Am I vocal in the sack?,4,
Do I consider my asshole an erogenous zone?,4,
Can I suck my own toes?,4,
Have I ever made someone cum with my clothes still on?,4,
Have I screwed in a hot tub?,4,
Did I rub off today?,4,
In the throes of exquisite sexual delight\; rather than their real name\; I call my partner ___.,4,
Do I appreciate a firm spanking on the buttocks?,4,
Do I have a butt tattoo?,4,
(tf) One time I had phone sex .,4,
(tf) One time I had someone else film while I got myself off.,4,
(tf) I want people to watch me have sex.,4,
One time I unexpectedly walked in on a couple mid sex.,4,
(tf) One time I made somebody come using nothing but my tongue.,4,
(tf) One time I booked a motel by the hour.,4,
(tf) One time I masturbated with something edible.,4,
I like fucking people with tattoos.,4,
Do I enjoy body hair?,4,
One time\; I received oral from a pierced tongue.,4,
(tf) I like to take charge when I fuck.,4,
(tf) One time I was aroused by a medical exam.,4,
(tf) One time I had sex in the middle of a fight.,4,
Do I hate my belly button?,4,
Have I ever done it in on a roof?,4,
(tf) I like to stare at camel toe.,4,
(tf) One time I made sex in a barn.,4,
(tf) One time I waxed my armpits.,4,
Have I done it on a balcony?,4,"The number of ""Have I fucked in ___ location"" questions is getting distressing "
(tf) I like nipple piercings.,4,
(tf) One time I fucked three or more people in the span of a single week.,4,The number could be adjusted 
Have I ever fucked a postal worker?,4,
(tf) One time I hooked up with a flight attendant.,4,
Have I ingested magic mushrooms?,4,
(tf) One time I fucked someone with a nose ring.,4,
Have I had sex with a nurse?,4,
Have I ever sucked on a pierced nipple?,4,
(tf) One time I had sex at a rest stop.,4,
Have I fucked in front of other people.,4,A solid 10% of the questions are exhibitionism 
(tf) I don't like doggy style.,4,
How old was I when I started playing with myself?,4,
On a scale of 1 to 10\; how horny am I?,4,
(tf) One time\; without getting their name\; I pleasured a stranger.,4,
(tf) One time I fucked for over 3 hours.,4,
(tf) I love nuzzling my face into a nice bed of public hair.,4,
One time I busted a piece of furniture during a rough romp,4,
(tf) Big muscles turn me on.,4,
Are my nipples sensitive?,4,
What is my go-to post-sex snack?,4,
Does exercise put me in the mood?,4,
Am I capable of getting off in under 2 minutes?,4,
(tf) One time I fucked a machine.,4,
Do I make eye contact during oral?,4,
Would I get my nipple pierced at the request of a partner?,4,
Do I shave my butt?,4,
Am I turned on by pain?,4,
Have I ever masturbated with a gift?,4,
Have I ever had sex with a person I just met?,4,
Have I fucked on a massage table?,4,
(tf) One time I got oral from a person who was getting fucked.,4,
(tf) I like getting dominated.,4,
(tf) Huge lactating tits arouse me.,4,
(tf) One time I did it in an airport.,4,
(tf) I spray my private parts with fragrance before fucking.,4,
Am I working on the shape of my butt cheeks?,4,
Have I ever stuffed cash in the undies of a stripper?,4,
(tf) One time I celebrated my booty by posting a selfie.,4,
Do I kinda want a threesome with my ex and my bestie?,4,
(tf) One time my I got rugburn after shagging on carpet.,3.5,Did some reprhasing. to improve 
I'd consider cosmetic surgery on my ___,3.5,"might be fine? | I think it's fine, if boring in some crowds "
(tf) I've had ex-sex.,3.5,ex-sex phrasing? quirky OK? | The phrasing is weird but cute 
(tf) I use dirty socks to wipe up sexual fluids.,3.5,"sexual fluids instead maybe? | Changed to sexual fluids, a bit clunky now (was ""sex snot"") "
(tf) After having sex for the first time I cried for a shitty reason.,3,
After watching porn\; do I feel ashamed?,3,
(tf) One time I hooked up with my friend's sibling.,3,
(tf) After my partner shits\; I make them take a shower before fucking.,3,insist they? 
(tf) I fundamentally believe that most people are shitty.,3,Bit of a downer 
(tf) My orgasms keep getting worse.,3,
(tf) One time I got high and fucked somebody I shouldn't have.,3,
Have I ever sold feet pics?,3,
Have I ever sold underwear on the internet?,3,
(tf) One time I fucked on Ambien.,3,
(tf) I'm desperate and want to hump the shit out of anything that walks.,3,
Have I bared ass in public?,3,
(tf) One time I had sex with a foreign exchange student.,3,might be fine 
(tf) I keep a box of Kleenexes by my bed for wiping up sex juice.,3,"Idk I'm not sold on ""sex juice"" "
(tf) I keep my eyes open when I am lone rangering.,3,Phrasing to be more normal? 
(tf) One time I stuck a toothbrush up my butt.,3,
(tf) I want to get with a parent of my BFF.,3,
(tf) I want to have sex with a gymnast.,3,"bang? | Changed from ""bang"" "
I hope ___ gets a divorce.,3,
(tf) Facials are a regular part of my sex life.,3,
Do I lock eyes and penetrate?,3,"I feel like this could be changed to be something like ""penetrate/get penetrated"" but, also, anyone can penetrate (including penetrate themselves) so.. I don't know "
(tf) One time I slipped a can of hairspray in one of my orifices.,3,"I changed this a little - was ""bunghold"" specifically, and ""it got stuck"" was added (which seems tpo improbable) "
In my opinion\; the perfect penis is ___ inches long. ,3,
My gentitalia's nickname is ___.,3,
Would I want to have sex on a train while passengers pretend not to watch?,3,
Under the right circumstance\; would a I be willing to swap a partner with a couple?,3,"I tried rephrasing this to be more poly inclusive but it's kind of contorted now. The original is ""Under the right circumstance, would I couple swap?"" "
Have I ever used petroleum jelly on my butt hole?,3,Too tame? 
(tf) I wish I had a better sex life.,3,
(tf) Penetration makes me scream.,3,
In the last 2 years\; how many people have touched my genitals?,3,"Seems almost too personal but I mean, all of these are personal! (and it's not shaming) "
When I see a lush butt\; do I get turned on?,3,
On average\; I have sex ___ times per week.,3,"Seems almost too personal, but all of these are personal! "
Do I go through my S.O.'s phone?,3,Sketchy 
(tf) If getting my sex partner off is hard\; I'll usually finish first.,3,"I rephrased his from ""Getting my SO off is hard, I usually finish first""-- multiple problems with that (giving someone else's info away, assuming just one S.O., etc.) "
Is there peach fuzz all over my ass?,3,
Have I ever worn a wig during sex?,3,
(tf) I like to play with foreskin.,3,
Am I too embarrassed to walk into a sex shop?,3,Too tame 
Do I use my body to shamelessly get attention online?,3,A little too personal? idk 
Have I ever pity fucked someone?,3,
